Date,Sample Year,Cumulative CPUE,dailyCPUE,Species,DOY,dailyPROP,otoCATCH,otoPROP,oto_cumPROP,COratio
2017-06-05,2017,5.39,0,Chinook,155,0,1,0.00390625,0.00390625,0
2017-06-08,2017,8.09,0,Chinook,158,0,2,0.0078125,0.01171875,0
2017-06-10,2017,12.12,2.67,Chinook,160,0.007130267585322865,1,0.00390625,0.015625,1.8253485018426534
2017-06-11,2017,17.79,5.67,Chinook,161,0.015141804198045186,2,0.0078125,0.0234375,1.9381509373497838
2017-06-12,2017,20.58,2.79,Chinook,162,0.007450729049831758,4,0.015625,0.0390625,0.4768466591892325
2017-06-13,2017,23.25,2.67,Chinook,163,0.007130267585322865,2,0.0078125,0.046875,0.9126742509213267
2017-06-14,2017,27.28,4.03,Chinook,164,0.010762164183090318,2,0.0078125,0.0546875,1.3775570154355607
2017-06-15,2017,35.54,8.26,Chinook,165,0.022058430807028788,3,0.01171875,0.06640625,1.8823194288664566
2017-06-16,2017,43.29,7.75,Chinook,166,0.020696469582865994,6,0.0234375,0.08984375,0.883049368868949
2017-06-17,2017,43.29,0,Chinook,167,0,6,0.0234375,0.11328125,0
2017-06-19,2017,71.18,23.92,Chinook,169,0.0638786519254393,3,0.01171875,0.125,5.450978297637487
2017-06-20,2017,80.54,9.36,Chinook,170,0.024995994231693637,15,0.05859375,0.18359375,0.42659830155423806
2017-06-21,2017,93.93,13.39,Chinook,171,0.03575815841478396,7,0.02734375,0.2109375,1.3077269363120991
2017-06-22,2017,108.87,14.94,Chinook,172,0.03989745233135716,10,0.0390625,0.25,1.0213747796827433
2017-06-23,2017,121.06,12.19,Chinook,173,0.03255354376969503,8,0.03125,0.28125,1.0417134006302409
2017-06-24,2017,147.9,26.84,Chinook,174,0.07167654756182236,9,0.03515625,0.31640625,2.038799575091836
2017-06-25,2017,160.75,12.85,Chinook,175,0.03431608182449394,22,0.0859375,0.40234375,0.39931440668502033
2017-06-26,2017,168.42,7.67,Chinook,176,0.020482828606526733,8,0.03125,0.43359375,0.6554505154088555
2017-06-27,2017,196.22,27.8,Chinook,177,0.0742402392778935,5,0.01953125,0.453125,3.801100251028147
2017-06-28,2017,215.53,19.31,Chinook,178,0.051567590663889336,19,0.07421875,0.52734375,0.69480543210293
2017-06-29,2017,228.02,12.49,Chinook,179,0.033354697430967264,16,0.0625,0.58984375,0.5336751588954762
2017-06-30,2017,241.54,13.52,Chinook,180,0.03610532500133526,11,0.04296875,0.6328125,0.8402693818492569
2017-07-01,2017,253.51,11.97,Chinook,181,0.03196603108476206,9,0.03515625,0.66796875,0.9092559952998985
2017-07-02,2017,256.64,3.13,Chinook,182,0.00835870319927362,10,0.0390625,0.70703125,0.21398280190140467
2017-07-03,2017,265.51,8.87,Chinook,183,0.023687443251615658,3,0.01171875,0.71875,2.021328490804536
2017-07-04,2017,278.08,12.57,Chinook,184,0.033568338407306525,8,0.03125,0.75,1.0741868290338088
2017-07-05,2017,283.74,5.66,Chinook,185,0.015115099076002779,7,0.02734375,0.77734375,0.5527807662081016
2017-07-06,2017,288.96,5.22,Chinook,186,0.013940073706136837,5,0.01953125,0.796875,0.713731773754206
2017-07-07,2017,296.44,7.48,Chinook,187,0.019975431287720988,3,0.01171875,0.80859375,1.704570136552191
2017-07-08,2017,303.6,7.16,Chinook,188,0.01912086738236394,6,0.0234375,0.83203125,0.8158236749808614
2017-07-09,2017,311.12,7.52,Chinook,189,0.020082251775890615,4,0.015625,0.84765625,1.2852641136569993
2017-07-10,2017,312.23,1.11,Chinook,190,0.002964268546707259,7,0.02734375,0.875,0.10840753542243689
2017-07-11,2017,321.29,9.06,Chinook,191,0.02419484057042141,1,0.00390625,0.87890625,6.193879186027881
2017-07-12,2017,328.2,6.91,Chinook,192,0.018453239331303745,8,0.03125,0.91015625,0.5905036586017198
2017-07-13,2017,330.78,2.58,Chinook,193,0.006889921486941196,5,0.01953125,0.9296875,0.3527639801313892
2017-07-14,2017,338.46,7.68,Chinook,194,0.02050953372856914,2,0.0078125,0.9375,2.62522031725685
2017-07-15,2017,343.56,5.1,Chinook,195,0.013619612241627945,5,0.01953125,0.95703125,0.6973241467713508
2017-07-16,2017,345.34,1.78,Chinook,196,0.004753511723548577,4,0.015625,0.97265625,0.30422475030710894
2017-07-19,2017,356.25,6.23,Chinook,199,0.01663729103242002,3,0.01171875,0.984375,1.419715501433175
2017-07-20,2017,356.25,0,Chinook,200,0,4,0.015625,1,0
